month,hour,T2M_mean,T2M_std,PS_mean,PS_std,RH2M_mean,RH2M_std
11,23,18.483666666666668,2.9447368589636906,957.8111111111111,1.3461092034139284,88.74277777777777,5.940313809245237
12,0,16.51967741935484,2.85894798666622,957.7182795698925,2.0282754634846434,83.6010752688172,10.917872410028625
12,1,16.073870967741936,2.953351461092114,957.2516129032257,2.0265419734776033,85.14193548387097,11.19392996013081
12,2,15.663440860215054,3.0545175007233683,956.925806451613,2.028058786227023,86.52150537634408,11.079783484212857
12,3,15.32279569892473,3.141171328740767,956.9236559139785,2.040321684433611,87.69806451612904,10.897757174326056
12,4,15.020752688172044,3.216235389314097,957.2860215053764,2.0474051126204973,88.83559139784946,10.502954187147374
12,5,14.748924731182797,3.2784449065284873,957.9580645161291,2.073031941523103,89.837311827957,9.925430353147648
12,6,14.984086021505377,3.261691091309625,958.7795698924731,2.109067336617757,89.52043010752688,9.561522062978407
12,7,17.319247311827958,2.657072693184679,959.6021505376344,2.141514016167039,80.22752688172042,9.703236534888084
12,8,19.892150537634407,2.507740559990714,960.2086021505376,2.1571748792252134,69.93870967741935,10.043525951296287
12,9,22.851075268817205,2.097230815170118,960.2387096774194,2.129759746506638,58.84322580645161,11.225348853036603
12,10,24.77548387096774,1.9493045114967003,959.641935483871,2.0942116178028307,52.17376344086021,11.566530229594663
12,11,25.974193548387095,2.0103700300651117,958.6,2.0716513052236762,48.689569892473116,11.569061526139679
12,12,26.696666666666665,2.0775190750619754,957.405376344086,2.0554469307395253,46.66688172043011,11.65910737303066
12,13,26.967956989247313,2.136352315401478,956.4247311827957,2.041986240743703,45.81688172043011,11.926413960333981
12,14,26.719032258064516,2.162416152944046,955.9225806451614,2.038655195714282,46.3231182795699,12.375153049426393
12,15,25.87913978494624,2.177414529802627,955.9096774193549,2.0420079906653674,49.35032258064516,12.92425134082813
12,16,23.702903225806452,2.292719848945867,956.2913978494624,2.030723576011504,63.76010752688172,11.585321906790695
12,17,20.746881720430107,2.501729826972175,956.9064516129033,2.0085040102141436,72.93344086021506,9.887959464905617
12,18,19.729354838709675,2.588714556976784,957.7333333333333,1.9975709887442195,75.0141935483871,9.680681268986026
12,19,19.01311827956989,2.6345657915054828,958.441935483871,1.972766903783143,76.65978494623656,9.446736263927649
12,20,18.397956989247312,2.641840415456366,958.8387096774194,1.939410054745756,78.10215053763442,9.316189724189393
12,21,17.857849462365593,2.6452738205690056,958.9043010752689,1.9315410595921132,79.3747311827957,9.529244984850566
12,22,17.358817204301076,2.667265677521344,958.6397849462365,1.9474141039798847,80.60849462365591,9.928612467777002
12,23,16.878709677419355,2.7218041594111666,958.2236559139785,1.969793514308935,81.96989247311828,10.379154013299472
